"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.1019,1,0,0.5,0,0
-0.10512,1,0.001,0.5,0.001,0
-0.10835,1,0.002,0.5,0.002,0
-0.11157,1,0.003,0.5,0.003,0
-0.11479,1,0.004,0.5,0.004,0
-0.11801,1,0.005,0.5,0.005,0
-0.12123,1,0.006,0.5,0.006,0
-0.12446,1,0.007,0.5,0.007,0
-0.12768,1,0.008,0.5,0.008,0
-0.1309,1,0.009,0.5,0.009,0
-0.13412,1,0.01,0.5,0.01,0
-0.13734,1,0.011,0.5,0.011,0
-0.14057,1,0.012,0.5,0.012,0
-0.14379,1,0.013,0.5,0.013,0
-0.14701,1,0.014,0.5,0.014,0
-0.15023,1,0.015,0.5,0.015,0
-0.15345,1,0.016,0.5,0.016,0
-0.15667,1,0.017,0.5,0.017,0
-0.1599,1,0.018,0.5,0.018,0
-0.16312,1,0.019,0.5,0.019,0
-0.16634,1,0.02,0.5,0.02,0
-0.16956,1,0.021,0.5,0.021,0
-0.17278,1,0.022,0.5,0.022,0
-0.17601,1,0.023,0.5,0.023,0
-0.17923,1,0.024,0.5,0.024,0
-0.18245,1,0.025,0.5,0.025,0
-0.18567,1,0.026,0.5,0.026,0
-0.18889,1,0.027,0.5,0.027,0
-0.19212,1,0.028,0.5,0.028,0
-0.19534,1,0.029,0.5,0.029,0
-0.19856,1,0.03,0.5,0.03,0
-0.20178,1,0.031,0.5,0.031,0
-0.205,1,0.032,0.5,0.032,0
-0.20823,1,0.033,0.5,0.033,0
-0.21145,1,0.034,0.5,0.034,0
-0.21467,1,0.035,0.5,0.035,0
-0.21789,1,0.036,0.5,0.036,0
-0.22111,1,0.037,0.5,0.037,0
-0.22434,1,0.038,0.5,0.038,0
-0.22756,1,0.039,0.5,0.039,0
-0.23078,1,0.04,0.5,0.04,0
-0.234,1,0.041,0.5,0.041,0
-0.23722,1,0.042,0.5,0.042,0
-0.24045,1,0.043,0.5,0.043,0
-0.24367,1,0.044,0.5,0.044,0
-0.24689,1,0.045,0.5,0.045,0
-0.25011,1,0.046,0.5,0.046,0
-0.25333,1,0.047,0.5,0.047,0
-0.25656,1,0.048,0.5,0.048,0
-0.25978,1,0.049,0.5,0.049,0
-0.263,1,0.05,0.5,0.05,0
-0.26622,1,0.051,0.5,0.051,0
-0.26944,1,0.052,0.5,0.052,0
-0.27267,1,0.053,0.5,0.053,0
-0.27589,1,0.054,0.5,0.054,0
-0.27911,1,0.055,0.5,0.055,0
-0.28233,1,0.056,0.5,0.056,0
-0.28555,1,0.057,0.5,0.057,0
-0.28878,1,0.058,0.5,0.058,0
-0.292,1,0.059,0.5,0.059,0
-0.29522,1,0.06,0.5,0.06,0
-0.29844,1,0.061,0.5,0.061,0
-0.30166,1,0.062,0.5,0.062,0
-0.30342,1,0.063,0.5,0.063,0
-0.3037,1,0.064,0.5,0.064,0
-0.30399,1,0.065,0.5,0.065,0
-0.30428,1,0.066,0.5,0.066,0
-0.30456,1,0.067,0.5,0.067,0
-0.30485,1,0.068,0.5,0.068,0
-0.30514,1,0.069,0.5,0.069,0
-0.30542,1,0.07,0.5,0.07,0
-0.30571,1,0.071,0.5,0.071,0
-0.30599,1,0.072,0.5,0.072,0
-0.30628,1,0.073,0.5,0.073,0
-0.30657,1,0.074,0.5,0.074,0
-0.30685,1,0.075,0.5,0.075,0
-0.30714,1,0.076,0.5,0.076,0
-0.30743,1,0.077,0.5,0.077,0
-0.30771,1,0.078,0.5,0.078,0
-0.308,1,0.079,0.5,0.079,0
-0.30829,1,0.08,0.5,0.08,0
-0.30857,1,0.081,0.5,0.081,0
-0.30886,1,0.082,0.5,0.082,0
-0.30914,1,0.083,0.5,0.083,0
-0.30943,1,0.084,0.5,0.084,0
-0.30972,1,0.085,0.5,0.085,0
-0.31,1,0.086,0.5,0.086,0
-0.31029,1,0.087,0.5,0.087,0
-0.31058,1,0.088,0.5,0.088,0
-0.31086,1,0.089,0.5,0.089,0
