"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.077336,1,0,0.5,0,0
-0.08116,1,0.001,0.5,0.001,0
-0.084985,1,0.002,0.5,0.002,0
-0.088809,1,0.003,0.5,0.003,0
-0.092633,1,0.004,0.5,0.004,0
-0.096457,1,0.005,0.5,0.005,0
-0.10028,1,0.006,0.5,0.006,0
-0.10411,1,0.007,0.5,0.007,0
-0.10793,1,0.008,0.5,0.008,0
-0.11175,1,0.009,0.5,0.009,0
-0.11558,1,0.01,0.5,0.01,0
-0.1194,1,0.011,0.5,0.011,0
-0.12323,1,0.012,0.5,0.012,0
-0.12705,1,0.013,0.5,0.013,0
-0.13087,1,0.014,0.5,0.014,0
-0.1347,1,0.015,0.5,0.015,0
-0.13852,1,0.016,0.5,0.016,0
-0.14235,1,0.017,0.5,0.017,0
-0.14617,1,0.018,0.5,0.018,0
-0.15,1,0.019,0.5,0.019,0
-0.15382,1,0.02,0.5,0.02,0
-0.15764,1,0.021,0.5,0.021,0
-0.16147,1,0.022,0.5,0.022,0
-0.16529,1,0.023,0.5,0.023,0
-0.16912,1,0.024,0.5,0.024,0
-0.17294,1,0.025,0.5,0.025,0
-0.17676,1,0.026,0.5,0.026,0
-0.18059,1,0.027,0.5,0.027,0
-0.18441,1,0.028,0.5,0.028,0
-0.18824,1,0.029,0.5,0.029,0
-0.19206,1,0.03,0.5,0.03,0
-0.19589,1,0.031,0.5,0.031,0
-0.19971,1,0.032,0.5,0.032,0
-0.20353,1,0.033,0.5,0.033,0
-0.20736,1,0.034,0.5,0.034,0
-0.21118,1,0.035,0.5,0.035,0
-0.21501,1,0.036,0.5,0.036,0
-0.21883,1,0.037,0.5,0.037,0
-0.22265,1,0.038,0.5,0.038,0
-0.22648,1,0.039,0.5,0.039,0
-0.2303,1,0.04,0.5,0.04,0
-0.23413,1,0.041,0.5,0.041,0
-0.23795,1,0.042,0.5,0.042,0
-0.24178,1,0.043,0.5,0.043,0
-0.2456,1,0.044,0.5,0.044,0
-0.24942,1,0.045,0.5,0.045,0
-0.25325,1,0.046,0.5,0.046,0
-0.25707,1,0.047,0.5,0.047,0
-0.2609,1,0.048,0.5,0.048,0
-0.26472,1,0.049,0.5,0.049,0
-0.26854,1,0.05,0.5,0.05,0
-0.27237,1,0.051,0.5,0.051,0
-0.27619,1,0.052,0.5,0.052,0
-0.28002,1,0.053,0.5,0.053,0
-0.28384,1,0.054,0.5,0.054,0
-0.28767,1,0.055,0.5,0.055,0
-0.29149,1,0.056,0.5,0.056,0
-0.29531,1,0.057,0.5,0.057,0
-0.29914,1,0.058,0.5,0.058,0
-0.30296,1,0.059,0.5,0.059,0
-0.30679,1,0.06,0.5,0.06,0
-0.31061,1,0.061,0.5,0.061,0
-0.31443,1,0.062,0.5,0.062,0
-0.3164,1,0.063,0.5,0.063,0
-0.31652,1,0.064,0.5,0.064,0
-0.31663,1,0.065,0.5,0.065,0
-0.31674,1,0.066,0.5,0.066,0
-0.31685,1,0.067,0.5,0.067,0
-0.31697,1,0.068,0.5,0.068,0
-0.31708,1,0.069,0.5,0.069,0
-0.31719,1,0.07,0.5,0.07,0
-0.3173,1,0.071,0.5,0.071,0
-0.31742,1,0.072,0.5,0.072,0
-0.31753,1,0.073,0.5,0.073,0
-0.31764,1,0.074,0.5,0.074,0
-0.31776,1,0.075,0.5,0.075,0
-0.31787,1,0.076,0.5,0.076,0
-0.31798,1,0.077,0.5,0.077,0
-0.31809,1,0.078,0.5,0.078,0
-0.31821,1,0.079,0.5,0.079,0
-0.31832,1,0.08,0.5,0.08,0
-0.31843,1,0.081,0.5,0.081,0
-0.31854,1,0.082,0.5,0.082,0
-0.31866,1,0.083,0.5,0.083,0
-0.31877,1,0.084,0.5,0.084,0
-0.31888,1,0.085,0.5,0.085,0
-0.31899,1,0.086,0.5,0.086,0
-0.31911,1,0.087,0.5,0.087,0
-0.31922,1,0.088,0.5,0.088,0
-0.31933,1,0.089,0.5,0.089,0
-0.31945,1,0.09,0.5,0.09,0
-0.31956,1,0.091,0.5,0.091,0
-0.31967,1,0.092,0.5,0.092,0
-0.31978,1,0.093,0.5,0.093,0
-0.3199,1,0.094,0.5,0.094,0
-0.32001,1,0.095,0.5,0.095,0
-0.32012,1,0.096,0.5,0.096,0
-0.32023,1,0.097,0.5,0.097,0
-0.32035,1,0.098,0.5,0.098,0
-0.32046,1,0.099,0.5,0.099,0
-0.32057,1,0.1,0.5,0.1,0
-0.32069,1,0.101,0.5,0.101,0
-0.3208,1,0.102,0.5,0.102,0
-0.32091,1,0.103,0.5,0.103,0
-0.32102,1,0.104,0.5,0.104,0
-0.32114,1,0.105,0.5,0.105,0
-0.32125,1,0.106,0.5,0.106,0
-0.32136,1,0.107,0.5,0.107,0
-0.32147,1,0.108,0.5,0.108,0
-0.32159,1,0.109,0.5,0.109,0
-0.3217,1,0.11,0.5,0.11,0
-0.32181,1,0.111,0.5,0.111,0
-0.32192,1,0.112,0.5,0.112,0
-0.32204,1,0.113,0.5,0.113,0
-0.32215,1,0.114,0.5,0.114,0
-0.32226,1,0.115,0.5,0.115,0
-0.32238,1,0.116,0.5,0.116,0
-0.32249,1,0.117,0.5,0.117,0
-0.3226,1,0.118,0.5,0.118,0
-0.32271,1,0.119,0.5,0.119,0
-0.32283,1,0.12,0.5,0.12,0
-0.32294,1,0.121,0.5,0.121,0
-0.32305,1,0.122,0.5,0.122,0
-0.32316,1,0.123,0.5,0.123,0
-0.32328,1,0.124,0.5,0.124,0
