"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.060081,1,0,0,0.5,0
0.068581,1,0.001,0.001,0.5,0
0.077082,1,0.002,0.002,0.5,0
0.085582,1,0.003,0.003,0.5,0
0.094083,1,0.004,0.004,0.5,0
0.10258,1,0.005,0.005,0.5,0
0.11108,1,0.006,0.006,0.5,0
0.11958,1,0.007,0.007,0.5,0
0.12808,1,0.008,0.008,0.5,0
0.13658,1,0.009,0.009,0.5,0
0.14509,1,0.01,0.01,0.5,0
0.15359,1,0.011,0.011,0.5,0
0.16209,1,0.012,0.012,0.5,0
0.17059,1,0.013,0.013,0.5,0
0.17909,1,0.014,0.014,0.5,0
0.18759,1,0.015,0.015,0.5,0
0.19609,1,0.016,0.016,0.5,0
0.20459,1,0.017,0.017,0.5,0
0.21309,1,0.018,0.018,0.5,0
0.22159,1,0.019,0.019,0.5,0
0.23009,1,0.02,0.02,0.5,0
0.23859,1,0.021,0.021,0.5,0
0.24709,1,0.022,0.022,0.5,0
0.25559,1,0.023,0.023,0.5,0
0.26409,1,0.024,0.024,0.5,0
0.27259,1,0.025,0.025,0.5,0
0.28109,1,0.026,0.026,0.5,0
0.28959,1,0.027,0.027,0.5,0
0.29809,1,0.028,0.028,0.5,0
0.30659,1,0.029,0.029,0.5,0
0.31509,1,0.03,0.03,0.5,0
0.3236,1,0.031,0.031,0.5,0
0.32767,1,0.032,0.032,0.5,0
0.33027,1,0.033,0.033,0.5,0
0.33287,1,0.034,0.034,0.5,0
0.33546,1,0.035,0.035,0.5,0
0.33806,1,0.036,0.036,0.5,0
0.34066,1,0.037,0.037,0.5,0
0.34326,1,0.038,0.038,0.5,0
0.34586,1,0.039,0.039,0.5,0
0.34846,1,0.04,0.04,0.5,0
0.35106,1,0.041,0.041,0.5,0
0.35365,1,0.042,0.042,0.5,0
0.35625,1,0.043,0.043,0.5,0
0.35885,1,0.044,0.044,0.5,0
0.36145,1,0.045,0.045,0.5,0
0.36405,1,0.046,0.046,0.5,0
0.36665,1,0.047,0.047,0.5,0
0.36925,1,0.048,0.048,0.5,0
0.37184,1,0.049,0.049,0.5,0
0.37444,1,0.05,0.05,0.5,0
0.37704,1,0.051,0.051,0.5,0
0.37964,1,0.052,0.052,0.5,0
0.38224,1,0.053,0.053,0.5,0
0.38484,1,0.054,0.054,0.5,0
0.38744,1,0.055,0.055,0.5,0
0.39003,1,0.056,0.056,0.5,0
0.39263,1,0.057,0.057,0.5,0
0.39523,1,0.058,0.058,0.5,0
0.39783,1,0.059,0.059,0.5,0
0.40043,1,0.06,0.06,0.5,0
0.40303,1,0.061,0.061,0.5,0
0.40563,1,0.062,0.062,0.5,0
0.40745,1,0.063,0.063,0.5,0
0.40851,1,0.064,0.064,0.5,0
0.40956,1,0.065,0.065,0.5,0
0.41062,1,0.066,0.066,0.5,0
0.41167,1,0.067,0.067,0.5,0
0.41273,1,0.068,0.068,0.5,0
0.41378,1,0.069,0.069,0.5,0
0.41484,1,0.07,0.07,0.5,0
0.41589,1,0.071,0.071,0.5,0
0.41695,1,0.072,0.072,0.5,0
0.418,1,0.073,0.073,0.5,0
0.41906,1,0.074,0.074,0.5,0
0.42011,1,0.075,0.075,0.5,0
0.42117,1,0.076,0.076,0.5,0
0.42222,1,0.077,0.077,0.5,0
0.42328,1,0.078,0.078,0.5,0
0.42433,1,0.079,0.079,0.5,0
0.42539,1,0.08,0.08,0.5,0
0.42645,1,0.081,0.081,0.5,0
0.4275,1,0.082,0.082,0.5,0
0.42856,1,0.083,0.083,0.5,0
0.42961,1,0.084,0.084,0.5,0
0.43067,1,0.085,0.085,0.5,0
0.43172,1,0.086,0.086,0.5,0
0.43278,1,0.087,0.087,0.5,0
0.43383,1,0.088,0.088,0.5,0
