"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.067472,1,0,0.5,0,0
-0.073065,1,0.001,0.5,0.001,0
-0.078659,1,0.002,0.5,0.002,0
-0.084253,1,0.003,0.5,0.003,0
-0.089846,1,0.004,0.5,0.004,0
-0.09544,1,0.005,0.5,0.005,0
-0.10103,1,0.006,0.5,0.006,0
-0.10663,1,0.007,0.5,0.007,0
-0.11222,1,0.008,0.5,0.008,0
-0.11781,1,0.009,0.5,0.009,0
-0.12341,1,0.01,0.5,0.01,0
-0.129,1,0.011,0.5,0.011,0
-0.1346,1,0.012,0.5,0.012,0
-0.14019,1,0.013,0.5,0.013,0
-0.14578,1,0.014,0.5,0.014,0
-0.15138,1,0.015,0.5,0.015,0
-0.15697,1,0.016,0.5,0.016,0
-0.16256,1,0.017,0.5,0.017,0
-0.16816,1,0.018,0.5,0.018,0
-0.17375,1,0.019,0.5,0.019,0
-0.17934,1,0.02,0.5,0.02,0
-0.18494,1,0.021,0.5,0.021,0
-0.19053,1,0.022,0.5,0.022,0
-0.19613,1,0.023,0.5,0.023,0
-0.20172,1,0.024,0.5,0.024,0
-0.20731,1,0.025,0.5,0.025,0
-0.21291,1,0.026,0.5,0.026,0
-0.2185,1,0.027,0.5,0.027,0
-0.22409,1,0.028,0.5,0.028,0
-0.22969,1,0.029,0.5,0.029,0
-0.23528,1,0.03,0.5,0.03,0
-0.24088,1,0.031,0.5,0.031,0
-0.24647,1,0.032,0.5,0.032,0
-0.25206,1,0.033,0.5,0.033,0
-0.25766,1,0.034,0.5,0.034,0
-0.26325,1,0.035,0.5,0.035,0
-0.26884,1,0.036,0.5,0.036,0
-0.27444,1,0.037,0.5,0.037,0
-0.28003,1,0.038,0.5,0.038,0
-0.28562,1,0.039,0.5,0.039,0
-0.29122,1,0.04,0.5,0.04,0
-0.29681,1,0.041,0.5,0.041,0
-0.30241,1,0.042,0.5,0.042,0
-0.308,1,0.043,0.5,0.043,0
-0.31359,1,0.044,0.5,0.044,0
-0.31919,1,0.045,0.5,0.045,0
-0.32478,1,0.046,0.5,0.046,0
-0.33037,1,0.047,0.5,0.047,0
-0.33597,1,0.048,0.5,0.048,0
-0.34156,1,0.049,0.5,0.049,0
-0.34716,1,0.05,0.5,0.05,0
-0.35275,1,0.051,0.5,0.051,0
-0.35834,1,0.052,0.5,0.052,0
-0.36394,1,0.053,0.5,0.053,0
-0.36953,1,0.054,0.5,0.054,0
-0.37512,1,0.055,0.5,0.055,0
-0.38072,1,0.056,0.5,0.056,0
-0.38631,1,0.057,0.5,0.057,0
-0.3919,1,0.058,0.5,0.058,0
-0.3975,1,0.059,0.5,0.059,0
-0.40309,1,0.06,0.5,0.06,0
-0.40869,1,0.061,0.5,0.061,0
-0.41428,1,0.062,0.5,0.062,0
-0.41687,1,0.063,0.5,0.063,0
-0.41645,1,0.064,0.5,0.064,0
-0.41604,1,0.065,0.5,0.065,0
-0.41563,1,0.066,0.5,0.066,0
-0.41521,1,0.067,0.5,0.067,0
-0.4148,1,0.068,0.5,0.068,0
-0.41438,1,0.069,0.5,0.069,0
-0.41397,1,0.07,0.5,0.07,0
-0.41356,1,0.071,0.5,0.071,0
-0.41314,1,0.072,0.5,0.072,0
-0.41273,1,0.073,0.5,0.073,0
-0.41231,1,0.074,0.5,0.074,0
-0.4119,1,0.075,0.5,0.075,0
-0.41149,1,0.076,0.5,0.076,0
-0.41107,1,0.077,0.5,0.077,0
-0.41066,1,0.078,0.5,0.078,0
-0.41024,1,0.079,0.5,0.079,0
-0.40983,1,0.08,0.5,0.08,0
-0.40941,1,0.081,0.5,0.081,0
-0.409,1,0.082,0.5,0.082,0
-0.40859,1,0.083,0.5,0.083,0
-0.40817,1,0.084,0.5,0.084,0
-0.40776,1,0.085,0.5,0.085,0
-0.40734,1,0.086,0.5,0.086,0
-0.40693,1,0.087,0.5,0.087,0
-0.40652,1,0.088,0.5,0.088,0
-0.4061,1,0.089,0.5,0.089,0
-0.40569,1,0.09,0.5,0.09,0
-0.40527,1,0.091,0.5,0.091,0
-0.40486,1,0.092,0.5,0.092,0
-0.40445,1,0.093,0.5,0.093,0
-0.40403,1,0.094,0.5,0.094,0
-0.40362,1,0.095,0.5,0.095,0
-0.4032,1,0.096,0.5,0.096,0
-0.40279,1,0.097,0.5,0.097,0
-0.40238,1,0.098,0.5,0.098,0
-0.40196,1,0.099,0.5,0.099,0
-0.40155,1,0.1,0.5,0.1,0
-0.40113,1,0.101,0.5,0.101,0
-0.40072,1,0.102,0.5,0.102,0
-0.4003,1,0.103,0.5,0.103,0
-0.39989,1,0.104,0.5,0.104,0
-0.39948,1,0.105,0.5,0.105,0
-0.39906,1,0.106,0.5,0.106,0
-0.39865,1,0.107,0.5,0.107,0
-0.39823,1,0.108,0.5,0.108,0
-0.39782,1,0.109,0.5,0.109,0
-0.39741,1,0.11,0.5,0.11,0
-0.39699,1,0.111,0.5,0.111,0
-0.39658,1,0.112,0.5,0.112,0
-0.39616,1,0.113,0.5,0.113,0
-0.39575,1,0.114,0.5,0.114,0
-0.39534,1,0.115,0.5,0.115,0
-0.39492,1,0.116,0.5,0.116,0
-0.39451,1,0.117,0.5,0.117,0
-0.39409,1,0.118,0.5,0.118,0
-0.39368,1,0.119,0.5,0.119,0
-0.39326,1,0.12,0.5,0.12,0
-0.39285,1,0.121,0.5,0.121,0
-0.39244,1,0.122,0.5,0.122,0
-0.39202,1,0.123,0.5,0.123,0
-0.39161,1,0.124,0.5,0.124,0
-0.39119,1,0.125,0.5,0.125,0
-0.3897,1,0.126,0.5,0.126,0
-0.3882,1,0.127,0.5,0.127,0
-0.3867,1,0.128,0.5,0.128,0
-0.3852,1,0.129,0.5,0.129,0
-0.3837,1,0.13,0.5,0.13,0
-0.3822,1,0.131,0.5,0.131,0
-0.38071,1,0.132,0.5,0.132,0
-0.37921,1,0.133,0.5,0.133,0
-0.37771,1,0.134,0.5,0.134,0
-0.37621,1,0.135,0.5,0.135,0
-0.37471,1,0.136,0.5,0.136,0
-0.37321,1,0.137,0.5,0.137,0
-0.37171,1,0.138,0.5,0.138,0
-0.37022,1,0.139,0.5,0.139,0
-0.36872,1,0.14,0.5,0.14,0
-0.36722,1,0.141,0.5,0.141,0
-0.36572,1,0.142,0.5,0.142,0
-0.36422,1,0.143,0.5,0.143,0
-0.36272,1,0.144,0.5,0.144,0
-0.36123,1,0.145,0.5,0.145,0
-0.35973,1,0.146,0.5,0.146,0
-0.35823,1,0.147,0.5,0.147,0
-0.35673,1,0.148,0.5,0.148,0
-0.35523,1,0.149,0.5,0.149,0
-0.35373,1,0.15,0.5,0.15,0
-0.35223,1,0.151,0.5,0.151,0
-0.35074,1,0.152,0.5,0.152,0
-0.34924,1,0.153,0.5,0.153,0
-0.34774,1,0.154,0.5,0.154,0
-0.34624,1,0.155,0.5,0.155,0
-0.34474,1,0.156,0.5,0.156,0
-0.34324,1,0.157,0.5,0.157,0
-0.34175,1,0.158,0.5,0.158,0
-0.34025,1,0.159,0.5,0.159,0
-0.33875,1,0.16,0.5,0.16,0
-0.33725,1,0.161,0.5,0.161,0
-0.33575,1,0.162,0.5,0.162,0
-0.33425,1,0.163,0.5,0.163,0
-0.33275,1,0.164,0.5,0.164,0
-0.33126,1,0.165,0.5,0.165,0
-0.32976,1,0.166,0.5,0.166,0
-0.32826,1,0.167,0.5,0.167,0
-0.32676,1,0.168,0.5,0.168,0
-0.32526,1,0.169,0.5,0.169,0
-0.32376,1,0.17,0.5,0.17,0
-0.32227,1,0.171,0.5,0.171,0
-0.32077,1,0.172,0.5,0.172,0
-0.31927,1,0.173,0.5,0.173,0
-0.31777,1,0.174,0.5,0.174,0
-0.31627,1,0.175,0.5,0.175,0
-0.31477,1,0.176,0.5,0.176,0
-0.31328,1,0.177,0.5,0.177,0
-0.31178,1,0.178,0.5,0.178,0
-0.31028,1,0.179,0.5,0.179,0
