"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.060247,1,0,0,0.5,0
0.069132,1,0.001,0.001,0.5,0
0.078017,1,0.002,0.002,0.5,0
0.086901,1,0.003,0.003,0.5,0
0.095786,1,0.004,0.004,0.5,0
0.10467,1,0.005,0.005,0.5,0
0.11356,1,0.006,0.006,0.5,0
0.12244,1,0.007,0.007,0.5,0
0.13132,1,0.008,0.008,0.5,0
0.14021,1,0.009,0.009,0.5,0
0.14909,1,0.01,0.01,0.5,0
0.15798,1,0.011,0.011,0.5,0
0.16686,1,0.012,0.012,0.5,0
0.17575,1,0.013,0.013,0.5,0
0.18463,1,0.014,0.014,0.5,0
0.19352,1,0.015,0.015,0.5,0
0.2024,1,0.016,0.016,0.5,0
0.21129,1,0.017,0.017,0.5,0
0.22017,1,0.018,0.018,0.5,0
0.22906,1,0.019,0.019,0.5,0
0.23794,1,0.02,0.02,0.5,0
0.24683,1,0.021,0.021,0.5,0
0.25571,1,0.022,0.022,0.5,0
0.2646,1,0.023,0.023,0.5,0
0.27348,1,0.024,0.024,0.5,0
0.28237,1,0.025,0.025,0.5,0
0.29125,1,0.026,0.026,0.5,0
0.30013,1,0.027,0.027,0.5,0
0.30902,1,0.028,0.028,0.5,0
0.3179,1,0.029,0.029,0.5,0
0.32679,1,0.03,0.03,0.5,0
0.33567,1,0.031,0.031,0.5,0
0.33995,1,0.032,0.032,0.5,0
0.3427,1,0.033,0.033,0.5,0
0.34544,1,0.034,0.034,0.5,0
0.34819,1,0.035,0.035,0.5,0
0.35093,1,0.036,0.036,0.5,0
0.35368,1,0.037,0.037,0.5,0
0.35642,1,0.038,0.038,0.5,0
0.35917,1,0.039,0.039,0.5,0
0.36191,1,0.04,0.04,0.5,0
0.36466,1,0.041,0.041,0.5,0
0.3674,1,0.042,0.042,0.5,0
0.37015,1,0.043,0.043,0.5,0
0.37289,1,0.044,0.044,0.5,0
0.37564,1,0.045,0.045,0.5,0
0.37839,1,0.046,0.046,0.5,0
0.38113,1,0.047,0.047,0.5,0
0.38388,1,0.048,0.048,0.5,0
0.38662,1,0.049,0.049,0.5,0
0.38937,1,0.05,0.05,0.5,0
0.39211,1,0.051,0.051,0.5,0
0.39486,1,0.052,0.052,0.5,0
0.3976,1,0.053,0.053,0.5,0
0.40035,1,0.054,0.054,0.5,0
0.40309,1,0.055,0.055,0.5,0
0.40584,1,0.056,0.056,0.5,0
0.40858,1,0.057,0.057,0.5,0
0.41133,1,0.058,0.058,0.5,0
0.41407,1,0.059,0.059,0.5,0
0.41682,1,0.06,0.06,0.5,0
0.41956,1,0.061,0.061,0.5,0
0.42231,1,0.062,0.062,0.5,0
0.42399,1,0.063,0.063,0.5,0
0.42462,1,0.064,0.064,0.5,0
0.42524,1,0.065,0.065,0.5,0
0.42587,1,0.066,0.066,0.5,0
0.4265,1,0.067,0.067,0.5,0
0.42712,1,0.068,0.068,0.5,0
0.42775,1,0.069,0.069,0.5,0
0.42838,1,0.07,0.07,0.5,0
0.429,1,0.071,0.071,0.5,0
0.42963,1,0.072,0.072,0.5,0
0.43025,1,0.073,0.073,0.5,0
0.43088,1,0.074,0.074,0.5,0
0.43151,1,0.075,0.075,0.5,0
0.43213,1,0.076,0.076,0.5,0
0.43276,1,0.077,0.077,0.5,0
0.43339,1,0.078,0.078,0.5,0
0.43401,1,0.079,0.079,0.5,0
0.43464,1,0.08,0.08,0.5,0
0.43526,1,0.081,0.081,0.5,0
0.43589,1,0.082,0.082,0.5,0
0.43652,1,0.083,0.083,0.5,0
0.43714,1,0.084,0.084,0.5,0
0.43777,1,0.085,0.085,0.5,0
0.4384,1,0.086,0.086,0.5,0
0.43902,1,0.087,0.087,0.5,0
0.43965,1,0.088,0.088,0.5,0
0.44027,1,0.089,0.089,0.5,0
0.4409,1,0.09,0.09,0.5,0
0.44153,1,0.091,0.091,0.5,0
0.44215,1,0.092,0.092,0.5,0
0.44278,1,0.093,0.093,0.5,0
0.44291,1,0.094,0.094,0.5,0
0.44154,1,0.095,0.095,0.5,0
0.44017,1,0.096,0.096,0.5,0
0.4388,1,0.097,0.097,0.5,0
0.43743,1,0.098,0.098,0.5,0
0.43606,1,0.099,0.099,0.5,0
0.43469,1,0.1,0.1,0.5,0
0.43332,1,0.101,0.101,0.5,0
0.43195,1,0.102,0.102,0.5,0
0.43058,1,0.103,0.103,0.5,0
0.42921,1,0.104,0.104,0.5,0
0.42784,1,0.105,0.105,0.5,0
0.42647,1,0.106,0.106,0.5,0
0.4251,1,0.107,0.107,0.5,0
0.42373,1,0.108,0.108,0.5,0
0.42236,1,0.109,0.109,0.5,0
0.42099,1,0.11,0.11,0.5,0
0.41962,1,0.111,0.111,0.5,0
0.41825,1,0.112,0.112,0.5,0
0.41688,1,0.113,0.113,0.5,0
0.41551,1,0.114,0.114,0.5,0
0.41414,1,0.115,0.115,0.5,0
0.41277,1,0.116,0.116,0.5,0
0.4114,1,0.117,0.117,0.5,0
0.41003,1,0.118,0.118,0.5,0
0.40866,1,0.119,0.119,0.5,0
