"v_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.071888,1,0,0,0.5,0
0.083007,1,0.001,0.001,0.5,0
0.094127,1,0.002,0.002,0.5,0
0.10525,1,0.003,0.003,0.5,0
0.11637,1,0.004,0.004,0.5,0
0.12748,1,0.005,0.005,0.5,0
0.1386,1,0.006,0.006,0.5,0
0.14972,1,0.007,0.007,0.5,0
0.16084,1,0.008,0.008,0.5,0
0.17196,1,0.009,0.009,0.5,0
0.18308,1,0.01,0.01,0.5,0
0.1942,1,0.011,0.011,0.5,0
0.20532,1,0.012,0.012,0.5,0
0.21644,1,0.013,0.013,0.5,0
0.22756,1,0.014,0.014,0.5,0
0.23868,1,0.015,0.015,0.5,0
0.2498,1,0.016,0.016,0.5,0
0.26092,1,0.017,0.017,0.5,0
0.27204,1,0.018,0.018,0.5,0
0.28315,1,0.019,0.019,0.5,0
0.29427,1,0.02,0.02,0.5,0
0.30539,1,0.021,0.021,0.5,0
0.31651,1,0.022,0.022,0.5,0
0.32763,1,0.023,0.023,0.5,0
0.33875,1,0.024,0.024,0.5,0
0.34987,1,0.025,0.025,0.5,0
0.36099,1,0.026,0.026,0.5,0
0.37211,1,0.027,0.027,0.5,0
0.38323,1,0.028,0.028,0.5,0
0.39435,1,0.029,0.029,0.5,0
0.40547,1,0.03,0.03,0.5,0
0.41659,1,0.031,0.031,0.5,0
0.42069,1,0.032,0.032,0.5,0
0.42247,1,0.033,0.033,0.5,0
0.42424,1,0.034,0.034,0.5,0
0.42601,1,0.035,0.035,0.5,0
0.42778,1,0.036,0.036,0.5,0
0.42955,1,0.037,0.037,0.5,0
0.43133,1,0.038,0.038,0.5,0
0.4331,1,0.039,0.039,0.5,0
0.43487,1,0.04,0.04,0.5,0
0.43664,1,0.041,0.041,0.5,0
0.43841,1,0.042,0.042,0.5,0
0.44019,1,0.043,0.043,0.5,0
0.44196,1,0.044,0.044,0.5,0
0.44373,1,0.045,0.045,0.5,0
0.4455,1,0.046,0.046,0.5,0
0.44727,1,0.047,0.047,0.5,0
0.44905,1,0.048,0.048,0.5,0
0.45082,1,0.049,0.049,0.5,0
0.45259,1,0.05,0.05,0.5,0
0.45436,1,0.051,0.051,0.5,0
0.45613,1,0.052,0.052,0.5,0
0.45791,1,0.053,0.053,0.5,0
0.45968,1,0.054,0.054,0.5,0
0.46145,1,0.055,0.055,0.5,0
0.46322,1,0.056,0.056,0.5,0
0.46499,1,0.057,0.057,0.5,0
0.46676,1,0.058,0.058,0.5,0
0.46854,1,0.059,0.059,0.5,0
0.47031,1,0.06,0.06,0.5,0
0.47208,1,0.061,0.061,0.5,0
0.47385,1,0.062,0.062,0.5,0
0.47399,1,0.063,0.063,0.5,0
0.47249,1,0.064,0.064,0.5,0
0.47099,1,0.065,0.065,0.5,0
0.46949,1,0.066,0.066,0.5,0
0.46799,1,0.067,0.067,0.5,0
0.46649,1,0.068,0.068,0.5,0
0.46499,1,0.069,0.069,0.5,0
0.46349,1,0.07,0.07,0.5,0
0.46199,1,0.071,0.071,0.5,0
0.46049,1,0.072,0.072,0.5,0
0.45899,1,0.073,0.073,0.5,0
0.45749,1,0.074,0.074,0.5,0
0.45599,1,0.075,0.075,0.5,0
0.45449,1,0.076,0.076,0.5,0
0.45299,1,0.077,0.077,0.5,0
0.45149,1,0.078,0.078,0.5,0
0.44998,1,0.079,0.079,0.5,0
0.44848,1,0.08,0.08,0.5,0
0.44698,1,0.081,0.081,0.5,0
0.44548,1,0.082,0.082,0.5,0
0.44398,1,0.083,0.083,0.5,0
0.44248,1,0.084,0.084,0.5,0
0.44098,1,0.085,0.085,0.5,0
0.43948,1,0.086,0.086,0.5,0
0.43798,1,0.087,0.087,0.5,0
0.43648,1,0.088,0.088,0.5,0
0.43498,1,0.089,0.089,0.5,0
0.43348,1,0.09,0.09,0.5,0
0.43198,1,0.091,0.091,0.5,0
0.43048,1,0.092,0.092,0.5,0
0.42898,1,0.093,0.093,0.5,0
0.42761,1,0.094,0.094,0.5,0
0.42661,1,0.095,0.095,0.5,0
0.42562,1,0.096,0.096,0.5,0
0.42462,1,0.097,0.097,0.5,0
0.42363,1,0.098,0.098,0.5,0
0.42264,1,0.099,0.099,0.5,0
0.42164,1,0.1,0.1,0.5,0
0.42065,1,0.101,0.101,0.5,0
0.41965,1,0.102,0.102,0.5,0
0.41866,1,0.103,0.103,0.5,0
0.41766,1,0.104,0.104,0.5,0
0.41667,1,0.105,0.105,0.5,0
0.41568,1,0.106,0.106,0.5,0
0.41468,1,0.107,0.107,0.5,0
0.41369,1,0.108,0.108,0.5,0
0.41269,1,0.109,0.109,0.5,0
0.4117,1,0.11,0.11,0.5,0
0.4107,1,0.111,0.111,0.5,0
0.40971,1,0.112,0.112,0.5,0
0.40872,1,0.113,0.113,0.5,0
0.40772,1,0.114,0.114,0.5,0
0.40673,1,0.115,0.115,0.5,0
0.40573,1,0.116,0.116,0.5,0
0.40474,1,0.117,0.117,0.5,0
0.40374,1,0.118,0.118,0.5,0
0.40275,1,0.119,0.119,0.5,0
0.40175,1,0.12,0.12,0.5,0
0.40076,1,0.121,0.121,0.5,0
0.39977,1,0.122,0.122,0.5,0
0.39877,1,0.123,0.123,0.5,0
0.39778,1,0.124,0.124,0.5,0
0.39678,1,0.125,0.125,0.5,0
0.39564,1,0.126,0.126,0.5,0
0.39449,1,0.127,0.127,0.5,0
0.39335,1,0.128,0.128,0.5,0
0.3922,1,0.129,0.129,0.5,0
0.39106,1,0.13,0.13,0.5,0
0.38991,1,0.131,0.131,0.5,0
0.38877,1,0.132,0.132,0.5,0
0.38762,1,0.133,0.133,0.5,0
0.38647,1,0.134,0.134,0.5,0
0.38533,1,0.135,0.135,0.5,0
0.38418,1,0.136,0.136,0.5,0
0.38304,1,0.137,0.137,0.5,0
0.38189,1,0.138,0.138,0.5,0
0.38075,1,0.139,0.139,0.5,0
0.3796,1,0.14,0.14,0.5,0
0.37846,1,0.141,0.141,0.5,0
0.37731,1,0.142,0.142,0.5,0
0.37617,1,0.143,0.143,0.5,0
0.37502,1,0.144,0.144,0.5,0
0.37388,1,0.145,0.145,0.5,0
0.37273,1,0.146,0.146,0.5,0
0.37159,1,0.147,0.147,0.5,0
0.37044,1,0.148,0.148,0.5,0
0.36929,1,0.149,0.149,0.5,0
0.36815,1,0.15,0.15,0.5,0
0.367,1,0.151,0.151,0.5,0
0.36586,1,0.152,0.152,0.5,0
0.36471,1,0.153,0.153,0.5,0
0.36357,1,0.154,0.154,0.5,0
0.36242,1,0.155,0.155,0.5,0
0.36128,1,0.156,0.156,0.5,0
0.36023,1,0.157,0.157,0.5,0
0.35923,1,0.158,0.158,0.5,0
0.35822,1,0.159,0.159,0.5,0
0.35721,1,0.16,0.16,0.5,0
0.3562,1,0.161,0.161,0.5,0
0.35519,1,0.162,0.162,0.5,0
0.35418,1,0.163,0.163,0.5,0
0.35317,1,0.164,0.164,0.5,0
0.35216,1,0.165,0.165,0.5,0
0.35115,1,0.166,0.166,0.5,0
0.35015,1,0.167,0.167,0.5,0
0.34914,1,0.168,0.168,0.5,0
0.34813,1,0.169,0.169,0.5,0
0.34712,1,0.17,0.17,0.5,0
0.34611,1,0.171,0.171,0.5,0
0.3451,1,0.172,0.172,0.5,0
0.34409,1,0.173,0.173,0.5,0
0.34308,1,0.174,0.174,0.5,0
0.34207,1,0.175,0.175,0.5,0
0.34107,1,0.176,0.176,0.5,0
0.34006,1,0.177,0.177,0.5,0
0.33905,1,0.178,0.178,0.5,0
0.33804,1,0.179,0.179,0.5,0
0.33703,1,0.18,0.18,0.5,0
0.33602,1,0.181,0.181,0.5,0
0.33501,1,0.182,0.182,0.5,0
0.334,1,0.183,0.183,0.5,0
0.333,1,0.184,0.184,0.5,0
0.33199,1,0.185,0.185,0.5,0
0.33098,1,0.186,0.186,0.5,0
0.32997,1,0.187,0.187,0.5,0
0.32895,1,0.188,0.188,0.5,0
0.32792,1,0.189,0.189,0.5,0
0.32689,1,0.19,0.19,0.5,0
0.32586,1,0.191,0.191,0.5,0
0.32483,1,0.192,0.192,0.5,0
0.32381,1,0.193,0.193,0.5,0
0.32278,1,0.194,0.194,0.5,0
0.32175,1,0.195,0.195,0.5,0
0.32072,1,0.196,0.196,0.5,0
0.31969,1,0.197,0.197,0.5,0
0.31866,1,0.198,0.198,0.5,0
0.31763,1,0.199,0.199,0.5,0
0.3166,1,0.2,0.2,0.5,0
0.31557,1,0.201,0.201,0.5,0
0.31454,1,0.202,0.202,0.5,0
0.31352,1,0.203,0.203,0.5,0
0.31249,1,0.204,0.204,0.5,0
0.31146,1,0.205,0.205,0.5,0
0.31043,1,0.206,0.206,0.5,0
0.3094,1,0.207,0.207,0.5,0
0.30837,1,0.208,0.208,0.5,0
0.30734,1,0.209,0.209,0.5,0
0.30631,1,0.21,0.21,0.5,0
0.30528,1,0.211,0.211,0.5,0
0.30426,1,0.212,0.212,0.5,0
0.30323,1,0.213,0.213,0.5,0
0.3022,1,0.214,0.214,0.5,0
0.30117,1,0.215,0.215,0.5,0
0.30014,1,0.216,0.216,0.5,0
0.29911,1,0.217,0.217,0.5,0
0.29808,1,0.218,0.218,0.5,0
0.29705,1,0.219,0.219,0.5,0
0.29602,1,0.22,0.22,0.5,0
0.29499,1,0.221,0.221,0.5,0
0.29396,1,0.222,0.222,0.5,0
0.29293,1,0.223,0.223,0.5,0
0.29189,1,0.224,0.224,0.5,0
0.29086,1,0.225,0.225,0.5,0
0.28983,1,0.226,0.226,0.5,0
0.2888,1,0.227,0.227,0.5,0
0.28777,1,0.228,0.228,0.5,0
0.28674,1,0.229,0.229,0.5,0
0.2857,1,0.23,0.23,0.5,0
0.28467,1,0.231,0.231,0.5,0
0.28364,1,0.232,0.232,0.5,0
0.28261,1,0.233,0.233,0.5,0
0.28158,1,0.234,0.234,0.5,0
0.28055,1,0.235,0.235,0.5,0
0.27951,1,0.236,0.236,0.5,0
0.27848,1,0.237,0.237,0.5,0
0.27745,1,0.238,0.238,0.5,0
0.27642,1,0.239,0.239,0.5,0
0.27539,1,0.24,0.24,0.5,0
0.27436,1,0.241,0.241,0.5,0
0.27332,1,0.242,0.242,0.5,0
0.27229,1,0.243,0.243,0.5,0
0.27126,1,0.244,0.244,0.5,0
0.27023,1,0.245,0.245,0.5,0
0.2692,1,0.246,0.246,0.5,0
0.26817,1,0.247,0.247,0.5,0
0.26713,1,0.248,0.248,0.5,0
0.2661,1,0.249,0.249,0.5,0
0.26507,1,0.25,0.25,0.5,0
0.2641,1,0.251,0.251,0.5,0
0.26313,1,0.252,0.252,0.5,0
0.26216,1,0.253,0.253,0.5,0
0.26118,1,0.254,0.254,0.5,0
0.26021,1,0.255,0.255,0.5,0
0.25924,1,0.256,0.256,0.5,0
0.25827,1,0.257,0.257,0.5,0
0.2573,1,0.258,0.258,0.5,0
0.25633,1,0.259,0.259,0.5,0
0.25536,1,0.26,0.26,0.5,0
0.25438,1,0.261,0.261,0.5,0
0.25341,1,0.262,0.262,0.5,0
0.25244,1,0.263,0.263,0.5,0
0.25147,1,0.264,0.264,0.5,0
