"u_sol","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.090231,1,0,0.5,0,0
-0.093688,1,0.001,0.5,0.001,0
-0.097144,1,0.002,0.5,0.002,0
-0.1006,1,0.003,0.5,0.003,0
-0.10406,1,0.004,0.5,0.004,0
-0.10751,1,0.005,0.5,0.005,0
-0.11097,1,0.006,0.5,0.006,0
-0.11443,1,0.007,0.5,0.007,0
-0.11788,1,0.008,0.5,0.008,0
-0.12134,1,0.009,0.5,0.009,0
-0.1248,1,0.01,0.5,0.01,0
-0.12825,1,0.011,0.5,0.011,0
-0.13171,1,0.012,0.5,0.012,0
-0.13517,1,0.013,0.5,0.013,0
-0.13862,1,0.014,0.5,0.014,0
-0.14208,1,0.015,0.5,0.015,0
-0.14554,1,0.016,0.5,0.016,0
-0.14899,1,0.017,0.5,0.017,0
-0.15245,1,0.018,0.5,0.018,0
-0.15591,1,0.019,0.5,0.019,0
-0.15936,1,0.02,0.5,0.02,0
-0.16282,1,0.021,0.5,0.021,0
-0.16628,1,0.022,0.5,0.022,0
-0.16973,1,0.023,0.5,0.023,0
-0.17319,1,0.024,0.5,0.024,0
-0.17665,1,0.025,0.5,0.025,0
-0.1801,1,0.026,0.5,0.026,0
-0.18356,1,0.027,0.5,0.027,0
-0.18702,1,0.028,0.5,0.028,0
-0.19047,1,0.029,0.5,0.029,0
-0.19393,1,0.03,0.5,0.03,0
-0.19739,1,0.031,0.5,0.031,0
-0.20084,1,0.032,0.5,0.032,0
-0.2043,1,0.033,0.5,0.033,0
-0.20775,1,0.034,0.5,0.034,0
-0.21121,1,0.035,0.5,0.035,0
-0.21467,1,0.036,0.5,0.036,0
-0.21812,1,0.037,0.5,0.037,0
-0.22158,1,0.038,0.5,0.038,0
-0.22504,1,0.039,0.5,0.039,0
-0.22849,1,0.04,0.5,0.04,0
-0.23195,1,0.041,0.5,0.041,0
-0.23541,1,0.042,0.5,0.042,0
-0.23886,1,0.043,0.5,0.043,0
-0.24232,1,0.044,0.5,0.044,0
-0.24578,1,0.045,0.5,0.045,0
-0.24923,1,0.046,0.5,0.046,0
-0.25269,1,0.047,0.5,0.047,0
-0.25615,1,0.048,0.5,0.048,0
-0.2596,1,0.049,0.5,0.049,0
-0.26306,1,0.05,0.5,0.05,0
-0.26652,1,0.051,0.5,0.051,0
-0.26997,1,0.052,0.5,0.052,0
-0.27343,1,0.053,0.5,0.053,0
-0.27689,1,0.054,0.5,0.054,0
-0.28034,1,0.055,0.5,0.055,0
-0.2838,1,0.056,0.5,0.056,0
-0.28726,1,0.057,0.5,0.057,0
-0.29071,1,0.058,0.5,0.058,0
-0.29417,1,0.059,0.5,0.059,0
-0.29763,1,0.06,0.5,0.06,0
-0.30108,1,0.061,0.5,0.061,0
-0.30454,1,0.062,0.5,0.062,0
-0.30624,1,0.063,0.5,0.063,0
-0.30618,1,0.064,0.5,0.064,0
-0.30612,1,0.065,0.5,0.065,0
-0.30606,1,0.066,0.5,0.066,0
-0.306,1,0.067,0.5,0.067,0
-0.30593,1,0.068,0.5,0.068,0
-0.30587,1,0.069,0.5,0.069,0
-0.30581,1,0.07,0.5,0.07,0
-0.30575,1,0.071,0.5,0.071,0
-0.30569,1,0.072,0.5,0.072,0
-0.30563,1,0.073,0.5,0.073,0
-0.30557,1,0.074,0.5,0.074,0
-0.30551,1,0.075,0.5,0.075,0
-0.30545,1,0.076,0.5,0.076,0
-0.30539,1,0.077,0.5,0.077,0
